id,text,label_fra,class
1572280311261675520,YeWSfSme,0.0507023446261882,0
1572373964961484800,あすかさんお誕生日おめでとうございます！！,0.0502073392271995,0
1572386710868365315,やはり土日は混んでますねぇ( 'ω')ﾓﾚﾓﾚ〜,0.0409343466162681,0
1572510023376580609,ご入会ですか！？ありがとうございます！！！,0.0477849319577217,0
1572341659958136838,フォローありがとうございます よろしくお願いします,0.0577434636652469,0
1572265220541927425,#gothicchurch #urumea #ssiff @ San Bizente,0.0429556816816329,0
1572556170757570560,ほう、なら全てご説明をお願いしますね！僕の関係性をお願いします！,0.0450739078223705,0
1572344359760326661,Amenn ooo,0.044087816029787,0
1572311840729743361,Et la wifi ?,0.0418788008391857,1
1572270511010217984,Plus a 1200 watt PSU,0.0521802566945552,1
1572599225913061377,ですよね気持ちわかります,0.0988129302859306,0
1572575186326781953,Certo certo!,0.0956651270389556,0
1572479978171928576,半袖でも全然いけますか？？！,0.09316136687994,0
1572528383103475712,おはきゃわありがとうございます,0.1098034009337425,0
1572436377203249154,converse,0.1098907142877578,0
1572327755932467201,Ou então evermore long pond studio sessions,0.0938279926776886,0
1572250099249713154,Don't drag remain stagnant. You ك̷و̷د̶ ̸خ̷ص̸م̴  نمشي نون ZMM,0.1014462560415268,0
1572441637070213123,下乳を支持します,0.0949926748871803,0
1572398811548618753,おはよう御座います,0.1008817926049232,0
1572571867600556039,#スプラトゥーン3 #Splatoon3 #NintendoSwitch　え,0.099899411201477,0
1572551324864237569,ありがとうございます,0.2065217792987823,0
1572387532092088321,ありがとうございます,0.2065217792987823,0
1572355222554677250,ありがとうございます,0.2065217792987823,0
1572423643657039873,Wow!!! J’ai rencontré LE MAITRE DU LOFT!!!,0.2078714668750763,1
1572355229462728704,ありがとうございます,0.2065217792987823,0
1572330610731151360,配信かいします～！,0.2066927105188369,0
1572489055077806082,ありがとうございます,0.2065217792987823,0
1572350448870490113,ありがとうございます,0.2065217792987823,0
1572430384750825472,ありがとございますー！,0.2090330272912979,0
1572500865747161088,"ballroom extravaganza, nerves, zombie pop, calico, beautiful, no bluberry",0.1906313449144363,0
1572354173693198336,lets goooooooo,0.2973594069480896,0
1572325774354681856,ｷﾞｷﾞｷﾞｷﾞｷﾞｷﾞｷﾞｷﾞｷﾞｨ,0.2935408353805542,0
1572342568431812610,lets gooo,0.2961525619029999,0
1572563325095153666,quintessential quintuplets movie reaction:,0.3060918152332306,0
1572350514724995073,lets goooooooo,0.2973594069480896,0
1572417764874399745,Article?,0.2999497652053833,1
1572254278458155010,"Ligue : League Cup, Match Penybont VS Ammanford AFC - 20-09-2022 à 18:45, #league_cup, #penybont, #ammanford_afc, #football à suivre sur",0.2998893558979034,0
1572291723094790144,Vc e dani,0.2944956123828888,0
1572460076685983744,Mais,0.2921175956726074,1
1572259282376327173,"Jacob, don't go.",0.3064724504947662,0
1572500682552541186,見てきます！！,0.3918947875499725,0
1572385610811293698,BDJDND’WD ´la video est lunairee,0.4016267657279968,1
1572375363682177024,On Ma Maw,0.3935125768184662,0
1572539811910791169,Bordel dans 30 min je vais me matter le film Jujutsu Kaisen 0,0.40135657787323,1
1572329962551799808,Le Coca Cola,0.406584084033966,1
1572255645935570945,a qué no le das vos,0.3944288790225982,0
1572291285427392512,J’ai trop hâte,0.393519639968872,1
1572328891787657216,Bob dylan… bob… indiana facile,0.393566220998764,1
1572568001735692290,Quand l’injustice triomphe…,0.4052024483680725,1
1572587436055867393,Jamais,0.3900722563266754,1
1572583196323360769,Excellent point...,0.4998884797096252,1
1572306508506972162,y a d jours où je veux marier Aria ( dsl Shane ),0.5096447467803955,1
1572528907697651712,vrmt pas mec VRAIMENT PAS,0.4959625601768493,1
1572294103282376704,"Serge, T'es haineux ! #TNE",0.5050575733184814,1
1572568552951119872,Gose bikin lieur,0.4992007911205292,0
1572279315097858048,Booooooo,0.5044938921928406,0
1572355840522489856,relievedobtain,0.5006591081619263,0
1572431290347167748,C'est hninou bilou de ouf sa race,0.5069063901901245,"0,5"
1572399323270242304,Coucou les Pandora Papers,0.505706250667572,1
1572466867616493568,Hahahahaha d'accord xD c'est plus clair.. enfin non,0.4956242144107818,1
1572287200343248896,Gros ronrons de soutien,0.604918897151947,1
1572486294462431232,うますぎます。,0.602176308631897,0
1572242116860071939,Savage,0.6076700687408447,0
1572555575011192832,Oh nom frr,0.5973543524742126,1
1572544558462046208,Batard de Hashtag.,0.6074002981185913,1
1572544173588508673,le tacos :,0.6049531698226929,1
1572581134881673216,Ou si tu as des bouquins / articles à me conseiller. Histoire que je ne prenne pas au hasard un bouquin de Perronne.,0.6031627655029297,1
1572295378329796609,grand pas genre,0.608081579208374,1
1572553856445485065,しますします！,0.594314455986023,0
1572400656178376706,Abass def na bande annonce baparé sakh,0.6042904853820801,"0,5"
1572239896282300416,Até de mim?,0.7074483036994934,0
1572510053630115842,Une* (vieille),0.7082598209381104,1
1572593488973406209,bahahahah pareil on est finito....,0.7080990076065063,1
1572505889332154368,Dan cire face mask en,0.693153977394104,0
1572599202395594752,plus tard jveux trop ouvrir un restaurant mais tripadvisor ça serait mon pire cauchemard,0.6973638534545898,1
1572322370332811264,Parle pas dmon pays et ta guerre nord sud mta3 lzmigri 7ahchiha fi zabour omek,0.6928079128265381,"0,5"
1572300515706281984,Celui qui les compare est fou,0.7060399055480957,1
1572483572203765760,"La pè, évidemment. Y'a que Macron et les sudistes qui disent la ""pé"".",0.7016134262084961,1
1572599348667600897,Fais un cercle haha,0.7084197402000427,1
1572563537259790336,‘C’est ma cousine ‘,0.6996055245399475,1
1572345572115316745,"Afrik-foot - RDC : Bakambu et Mbemba renoncent, Katompa a bien décliné !",0.7959629893302917,1
1572473097336360963,Bon ça va il pue pas car j’ai mis du parfum enft,0.8079803586006165,1
1572556898351874048,c'est pas pcq ya un gardien qu'on peut pas marquer de but,0.8092048168182373,1
1572255982197297152,行くます,0.7917538285255432,0
1572525709217898503,Le meilleur feed bordel,0.8032429218292236,1
1572317552944238593,#LCI débile ce tweet,0.801219642162323,1
1572301038925017088,Le pape FranÃ§ois prÃsente ses excuses aux Autochtones canadiens | Autochtones au Vatican –,0.8009256720542908,1
1572484396997017602,"Chez toi, semaine pro hahahaha les cafards que nous sommes",0.792390763759613,1
1572544970946404353,Actuellement sur  vous écoutez : ONYEOMA ft NIMIX - HENRISOUL !,0.7915380001068115,1
1572414280900972544,Que mal me caes hermanitooooo,0.7912343144416809,0
1572324936332546049,Oh non je suis démasqué,0.8961982727050781,1
1572544028893384705,J’ai l’impression je commence à regretter d’avoir tatouer mon bras complet,0.9011205434799194,1
1572354408515600385,"Pas le droit aux aides ""ma primerenov"" et prime cee ?",0.8966159820556641,1
1572485352908095488,Why not ? Pas que ça par contre t'as besoin d'énergie pour jusqu'à midi,0.9034482836723328,1
1572484708923232262,Jai Jagannath,0.8973870873451233,0
1572457645549973507,"#TunnelBru, , Intervention du SIAMU dans le tunnel Reyers-Centre direction Centre à la suite d'une fuite d'eau.",0.9032196998596193,1
1572480956501721088,Bon anniversaire !,0.8975524306297302,1
1572540424191115264,Si le mec a des abdos il sent rien. C’est pas de notre faute s’il n’en a pas!!!,0.8901576399803162,1
1572498118804914176,C’est pas mal aujourd’hui !,0.8977408409118652,1
1572437580997615616,"Déjà tu la verra pas entre sarrebourg et phalsbourg, la route es tellement mauvaise qu’il ce fou au tas avant toi",0.909397840499878,1
1572316928081010690,"faux, tout simplement :  juste courroux : je ne peus croire que notre cher et vénéré Otto von S. aie crédité de son sc",0.9514124989509584,1
1572280766251270146,Hum il a de la chance lui,0.9485354423522948,1
1572537517458718720,Et un peu spiderman !,0.9457249641418456,1
1572566724947636224,#Management à distance : votre boss est-il à côté de la plaque ?  via,0.959308624267578,1
1572548970030993409,Yyyuuuuh en pleine semaine comme ça ? Elle pouvait pas attendre samedi pureeeeeeee,0.9461835622787476,1
1572273504724160514,ça donne envie,0.9586529731750488,1
1572320041793888256,Prions pour que cette dame s'en sorte.,0.9501603841781616,1
1572327733698465792,Prenez votre seum il humilie tous vos milieux,0.9572670459747314,1
1572302324416090112,"Trop d’italiens dans cette liste , ça m’angoisse.",0.956631600856781,1
1572598818260094978,Bande de minus,0.9429952502250672,1
1572339371281649667,Ptdr tu extrapoles c'est pas de l'offense c'est de la décharge mentale mais bon. Tu sais pas ce que c'est ça ta mere ta jamais raconté les conneries quon fais les élèves en cours.,0.9965765476226808,1
1572498360392896518,Il n'étais pas évalué.,0.999974012374878,1
1572280907272454145,Je vais retourner à Bruxelles avec le froid et la fac,0.9999010562896729,1
1572285352567795713,Complètement ridicule on mélange sport et politique,0.9937684535980223,1
1572539969553727488,Avec le regard au dessus des lunettes,0.9996010661125184,1
1572319052034359296,Sa m’invite mm pas,0.9906109571456908,1
1572594343285858307,On va parler certificats médicaux et législation :,0.9978196024894714,1
1572550270751481857,"GTA 6 : avant la fuite du jeu de Rockstar, le FBI était déjà intervenu... Pour Half-Life 2 !",0.9976204633712769,1
1572336211720634369,Nouveau scandale de la fédération marocaine de cyclisme aux championnats du Monde #Wollongong2022 L'équipe nationale à Sydney sans staff technique !!!,0.9940541386604308,1
1572528477924110337,oui mais bon appelle une pote jsp,0.9995180368423462,1
